company,year,energy_consumption,female_employees,ghg_scope_1,ghg_scope_2,living_wage_policy,modern_slavery_statement,total_waste_generated,total_waste_recycled,water_withdrawals,total_employees,supplier_list,supplied_by,address
Hugo Boss AG,2015,,,10785,12120,,,4874,0.942,,,,,
Hugo Boss AG,2016,,,11419,23857,,Yes - UK Modern Slavery Act,6145,3731,,,,,
Hugo Boss AG,2017,429159.6,8240,11712,39469,No Living Wage Policy,Yes - UK Modern Slavery Act,5637,3657,195832,13966,,151,
"Hugo Boss AG,2018,496652.4,10371,12448,30328,No Living Wage Policy,Yes - UK Modern Slavery Act,6231,3962,224899,,,,""Dieselstrasse 12, 72555 Metzingen, Germany""",nan,,,,,,,,,,,,,
"Hugo Boss AG,2019,472104,10360,12009,20384,Living Wage mentioned,Yes - UK Modern Slavery Act,7097,4269,206858,,,167,""HUGO BOSS AG, Dieselstraße 12, 72555 Metzingen""",nan,,,,,,,,,,,,,
Hugo Boss AG,2020,,9319,,,,Yes - UK Modern Slavery Act,,,,,,86,
"Hugo Boss AG,2021,426484.8,10018.8,10225,94599.0777778,,,61715.28,3666,175970,,""Yes, Tier 1 only"",108,",nan,,,,,,,,,,,,,
"Hugo Boss AG,2022,467103.60,11779,11058,Unknown,,,8161,4878,Unknown,,""Yes, Tier 1 & 2"",257,",nan,,,,,,,,,,,,,
"Hugo Boss AG,2023,,,,,,Yes - UK Modern Slavery Act,,,,,,349,""Dieselstrasse 12, 72555 Metzingen""",nan,,,,,,,,,,,,,
ICICI Prudential Asset Management Co. Ltd.,2020,,,,,,Yes - UK Modern Slavery Act,,,,,,,
ICICI Prudential Life Insurance Co. Ltd. (Invt Port),2020,,,,,,Yes - UK Modern Slavery Act,,,,,,,
IG Markets Ltd.,2020,,,,,,Yes - UK Modern Slavery Act,,,,,,,
IG Markets Ltd.,2021,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Immersion Capital LLP,2020,,,,,,No - neither,,,,,,,
Impala Asset Management LLC,2020,,,,,,No - neither,,,,,,,
Inditex,2000,,,,,,,,,,,,,
Inditex,2001,,,,,,,,,,,,,
Inditex,2002,,,,,,,,,,,,,
Inditex,2003,,,,,,,,,,,,,
Inditex,2004,,,,,,,,,,,,,
Inditex,2005,,,,,,,,,,,,,
Inditex,2006,,57330,,,,,,,,69240,,,
Inditex,2007,,64488,,,,,,,,79517,,,
Inditex,2008,,63931,,,,,,,,89112,,,
Inditex,2009,,71706,,,,,,,,92301,,,
Inditex,2010,,74275,,,,,,,,100138,,,
Inditex,2011,,87062,,,,,,,,109512,,,
Inditex,2012,,93607,24479,589758,,,,,991727,120314,,,
Inditex,2013,,100597,22525,627982,,,,,1010836,128313,,,
Inditex,2014,6357960,106902,21347,666188,,,,,1088105,137054,,,
"Inditex,2015,6543195,116169,22996,622879,""No Living Wage Policy, Living Wage mentioned, Living Wage Timeframe set, Living Wage Methodology described, Living Wage Achieved"",,18.446818,16479.179,1151000,,,,",nan,,,,,,,,,,,,,
"Inditex,2016,6675402,122919,20689,540312,""Living Wage mentioned, Living Wage Timeframe set, Living Wage Methodology described, Living Wage Achieved"",,19.211,16847.749,1177082,,,,",nan,,,,,,,,,,,,,
Inditex,2017,6822878.4,128879,18550,470629,,,,,,,,,
Inditex,2018,7088857.2,130790,21055,486957,Living Wage mentioned,,21831.4,19211.632,1256167,,,166,
"Inditex,2019,6814610,134224,17311,332789,""Living Wage mentioned, Living Wage Methodology described"",,23352,21297.86,2068661,,,Unknown,""Edificio Inditex",nan,,,,,,,,,,,,,
Av. Diputación s/n,nan,,,,,,,,,,,,,
15143 - Arteixo,nan,,,,,,,,,,,,,
"A Coruña - Spain""",nan,,,,,,,,,,,,,
Inditex,2020,,93748,12986,108006,,,18478038,,1663039,,,,
Inditex,2021,6322357,124993,14575,47770,,,20397.42,18281.88,,165042,,8,
Inditex,2022,6101341.2,123201,11232,0,Living Wage mentioned,,20632.28,18632.334,1780190,164997,,,
"Inditex,2023,5782364,118925,11512,0,""Living Wage mentioned, Living Wage Methodology described"",,21606,Unknown, 1767463,,,,",nan,,,,,,,,,,,,,
Invesco,2018,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Invesco,2019,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Invesco,2020,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Invesco,2021,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Invesco,2024,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Invesco Asset Management Limited,2019,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Invesco Capital Management LLC,2020,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Investec Asset Management,2019,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Investment Counselors of Maryland LLC,2020,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Itau Unibanco SA,2020,,,,,,No - neither,,,,,,,
Ivy Investment Management Co.,2020,,,,,,No - neither,,,,,,,
JC Penney,2016,6162386.4,,59506.73,707421.58,,,,,,,,,
JC Penney,2017,5673466.8,,57130,585132,,,,,,,,,
JC Penney,2018,5526331.056,,69938.89,545674.52,No Living Wage Policy,,,,,98000,,,
"JC Penney,2019,3682234.8,Unknown,98839,163583,No Living Wage Policy,,50819.126820096,45817.507996024,9171083.15045,,,,""6501 Legacy Dr, Plano, TX""",nan,,,,,,,,,,,,,
JD Sports Fashion plc,2016,222472.8,,3751,41505,,,,,,,,,
JD Sports Fashion plc,2017,231462,,7308,40662,,,,,,,,,
JD Sports Fashion plc,2018,213120,,4237,41579,,,,,,,,,
JD Sports Fashion plc,2019,776109.6,27434,8979,73597,Living Wage mentioned,,,,,,,,
"JD Sports Fashion plc,2022,1102253.09,37679,7461,106950,""Living Wage mentioned, Living Wage Timeframe set, Living Wage Methodology described, Living Wage Achieved"",,Unknown,Unknown,Unknown,,,,Hollinsbrook Way Pilsworth Bury Lancashire BL9 8RR",nan,,,,,,,,,,,,,
JD Sports Fashion plc,2023,1063910.088,42300,7353,44159,Living Wage mentioned,,,,,75000,,,Hollinsbrook Way Pilsworth Bury Lancashire BL9 8RR
"JP Morgan Asset Management,2020,,,,,,""Yes - UK Modern Slavery Act, Yes - Australian Modern Slavery Act"",,,,,,,",nan,,,,,,,,,,,,,
"JPMorgan Asset Management (Asia Pacific) Ltd.,2020,,,,,,""Yes - UK Modern Slavery Act, Yes - Australian Modern Slavery Act"",,,,,,,",nan,,,,,,,,,,,,,
"JPMorgan Asset Management (Japan) Ltd.,2020,,,,,,""Yes - UK Modern Slavery Act, Yes - Australian Modern Slavery Act"",,,,,,,",nan,,,,,,,,,,,,,
"JPMorgan Asset Management (UK) Ltd.,2020,,,,,,""Yes - UK Modern Slavery Act, Yes - Australian Modern Slavery Act"",,,,,,,",nan,,,,,,,,,,,,,
"JPMorgan Chase & Co.,2020,,,,,,""Yes - UK Modern Slavery Act, Yes - Australian Modern Slavery Act"",,,,,,,",nan,,,,,,,,,,,,,
JPMorgan Chase & Co.,2021,,,,,,Yes - Australian Modern Slavery Act,,,,,,,
"JPMorgan Chase & Co.,2022,,,,,,""Yes - UK Modern Slavery Act, Yes - Australian Modern Slavery Act"",,,,,,,",nan,,,,,,,,,,,,,
"JPMorgan Chase Bank, NA (UK Investment Management),2020,,,,,,""Yes - UK Modern Slavery Act, Yes - Australian Modern Slavery Act"",,,,,,,",nan,,,,,,,,,,,,,
"JPMorgan Investment Management, Inc.,2020,,,,,,""Yes - UK Modern Slavery Act, Yes - Australian Modern Slavery Act"",,,,,,,",nan,,,,,,,,,,,,,
"JPMorgan Securities LLC (Investment Management),2020,,,,,,""Yes - UK Modern Slavery Act, Yes - Australian Modern Slavery Act"",,,,,,,",nan,,,,,,,,,,,,,
Jacobs Levy Equity Management,2020,,,,,,No - neither,,,,,,,
Jane Street Capital LLC,2020,,,,,,Yes - UK Modern Slavery Act,,,,,,,
"Janus Capital Management LLC,2020,,,,,,""Yes - UK Modern Slavery Act, Yes - Australian Modern Slavery Act"",,,,,,,",nan,,,,,,,,,,,,,
Janus Henderson Investors,2016,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Janus Henderson Investors,2019,,,,,,Yes - UK Modern Slavery Act,,,,,,,
"Janus Henderson Investors,2020,,,,,,""Yes - UK Modern Slavery Act, Yes - Australian Modern Slavery Act"",,,,,,,",nan,,,,,,,,,,,,,
Janus Henderson Investors,2021,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Jarvis Investment Management Ltd.,2020,,,,,,No - neither,,,,,,,
Jennison Associates LLC,2019,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Julius Baer Group,2020,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Jupiter Asset Management,2020,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Jupiter Asset Management,2021,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Jupiter Asset Management,2022,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Jupiter Asset Management,2023,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Jupiter Asset Management,2024,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Jupiter Fund Management plc,2018,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Jupiter Fund Management plc,2019,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Jupiter Fund Management plc,2020,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Jupiter Fund Management plc,2021,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Jupiter Fund Management plc,2023,,,,,,Yes - UK Modern Slavery Act,,,,,,,
KBC Asset Management NV,2020,,,,,,Yes - UK Modern Slavery Act,,,,,,,
KW Investment Management Ltd.,2020,,,,,,No - neither,,,,,,,
Kempen Capital Management NV,2019,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Kering,2014,,,,,,,12205,,,,,,
Kering,2015,,,,,,,13871,,,,,,
Kering,2016,1109988,23230,19229,117003,,,14680,,831647,40052,,,
"Kering,2017,795880.8,25588,12486,67864,,""Yes - UK Modern Slavery Act, Yes - California Transparency in Supply Chains Act"",19195,,,,No,,",nan,,,,,,,,,,,,,
"Kering,2018,895964,21.879,12567,27906,No Living Wage Policy,""Yes - UK Modern Slavery Act, Yes - California Transparency in Supply Chains Act"",18527,13370.824,843853,,No,Unknown,",nan,,,,,,,,,,,,,
"Kering,2019,912376.8,23945,14287,16417,Living Wage mentioned,""Yes - UK Modern Slavery Act, Yes - California Transparency in Supply Chains Act"",19834,15164.649,880822,,,,",nan,,,,,,,,,,,,,
"Kering,2020,795182.4,24326,Unknown,8326,,""Yes - UK Modern Slavery Act, Yes - California Transparency in Supply Chains Act, Yes - Australian Modern Slavery Act"",13366,,637343,,,,",nan,,,,,,,,,,,,,
"Kering,2021,,46810,2381991,Unknown,Living Wage mentioned,""Yes - UK Modern Slavery Act, Yes - California Transparency in Supply Chains Act, Yes - Australian Modern Slavery Act"",691879,Unknown,,,""Yes, Tier 1 only"",,",nan,,,,,,,,,,,,,
Kering,2022,110299,,,,,,,,,,,,
"Kering,2023,1264068,30138, 14918,7923,""Living Wage mentioned, Living Wage Methodology described"",""Yes - UK Modern Slavery Act, Yes - California Transparency in Supply Chains Act, Yes - Australian Modern Slavery Act, Yes - Canadian Act"",18945,11556.45, 962557,,,,",nan,,,,,,,,,,,,,
"Kering,2024,,,,,,""Yes - UK Modern Slavery Act, Yes - California Transparency in Supply Chains Act, Yes - Australian Modern Slavery Act, Yes - Canadian Act"",,,,,,,",nan,,,,,,,,,,,,,
Keva,2020,,,,,,No - neither,,,,,,,
King Luther Capital Management Corp,2020,,,,,,No - neither,,,,,,,
Kinnevik,2020,,,,,,No - neither,,,,,,,
Kotak Mahindra Asset Management (Singapore) Pte Ltd.,2020,,,,,,No - neither,,,,,,,
Kotak Mahindra Asset Management Co. Ltd.,2020,,,,,,No - neither,,,,,,,
L Brands,2017,,,24399,259475,,,,,,,,,
L Brands,2018,,,26837,237330,,,,,,,,39,
L Brands,2019,2131124.4,,26627,239622,No Living Wage Policy,,,,,,,,
L Brands,2023,1030293,50390,17599,59340,Living Wage Methodology described,,103450,72770,196000,,,,
LOYS AG,2020,,,,,,No - neither,,,,,,,
LSV Asset Management,2021,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Lao Feng Xiang Jewelry,2019,,,,,,,,,,,,,
Lazard Asset Management LLC,2020,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Lazard Freres Gestion SAS,2020,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Legal & General Group,2017,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Legal & General Group,2019,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Legal & General Group,2020,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Legal & General Group,2021,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Legal & General Group,2022,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Legal & General Group,2023,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Legal & General Group,2024,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Legal & General Investment Management,2020,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Legal & General Investment Management,2022,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Legal & General Investment Management,2024,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Legion Partners Asset Management LLC,2020,,,,,,No - neither,,,,,,,
Li-Ning,2017,42330.42,,969.44,5008.55,,,,,,,,,
Li-Ning,2018,50177.45,,1042.46,6245.13,,,,,,,,,
Li-Ning,2019,46005.77,,769.77,5942.84,No Living Wage Policy,,510.28,,,,,,
Li-Ning,2021,12387.13,1324,634.56,4860.17,,,1051.67,1051.67,,4019,,,
Li-Ning,2022,46914.156,,506.18,5900.32,,,712.140021,,,4610,,,
Li-Ning,2023,58324.86,1658,1313.14,5973.72,No Living Wage Policy,,831.75,,,,,,
Life Insurance Corp of India,2020,,,,,,No - neither,,,,,,,
Lindsell Train Ltd.,2020,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Lindsell Train Ltd.,2021,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Lindsell Train Ltd.,2022,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Lindsell Train Ltd.,2023,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Lindsell Train Ltd.,2024,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Liontrust Investments Ltd.,2019,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Lojas Renner S.A.,2017,700.632,11388,5632.8,17883.1,Living Wage mentioned,,670.2,2369,,16976,,,
Lojas Renner S.A.,2018,653.14,14586,3343.3,13091.8,Living Wage mentioned,,2328,2255,,22334,,,
Lojas Renner S.A.,2019,659.3,15718,3435,13528.5,No Living Wage Policy,,2.984,2.3872,309700,,,,
Lojas Renner S.A.,2020,,,,,,,,,292000,,No,,
"Lojas Renner S.A.,2021,Unknown,Unknown,Unknown,Unknown,,,Unknown,Unknown,,,""Yes, Tier 1 & 2"",1482,",nan,,,,,,,,,,,,,
Lojas Renner S.A.,2022,,,,,,,,,,26000,,1159,
"Lojas Renner S.A.,2023,810800,15893, 4579.5, 8933.2,""Living Wage mentioned, Living Wage Timeframe set, Living Wage Methodology described"",,6034.36,5648.3,420383.0,,,1075,",nan,,,,,,,,,,,,,
Lombard Odier Asset Management Limited,2018,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Lombard Odier Asset Management Limited,2020,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Lone Pine Capital LLC,2020,,,,,,No - neither,,,,,,,
"Loomis, Sayles & Company,2022,,,,,,""Yes - UK Modern Slavery Act, Yes - Australian Modern Slavery Act"",,,,,,,",nan,,,,,,,,,,,,,
Lord Abbett,2016,,,,,,No - neither,,,,,,,
Lord Abbett,2017,,,,,,No - neither,,,,,,,
Lord Abbett,2018,,,,,,No - neither,,,,,,,
Lord Abbett,2019,,,,,,No - neither,,,,,,,
Lord Abbett,2020,,,,,,No - neither,,,,,,,
Lord Abbett,2023,,,,,,No - neither,,,,,,,
Louis Vuitton Malletier SA (LVMH),2015,2746400,92756.04,64468,344336,,,89943,77351,2383924,125346,,,
Louis Vuitton Malletier SA (LVMH),2016,3417804,99512,62657,322972,,,87096,86,5092605,134476,,,
Louis Vuitton Malletier SA (LVMH),2017,359676,106030.31,63970,315342,No Living Wage Policy,,78549,71479.59,4813154,145247,No,,
Louis Vuitton Malletier SA (LVMH),2018,4597498.8,114000,96030.75,288092.25,No Living Wage Policy,,102184,95031.12,4045833,156088,,,
Louis Vuitton Malletier SA (LVMH),2019,4602960,119216,68060.52,295899.48,No Living Wage Policy,,95620,87014.2,5119110,150479,,,
Louis Vuitton Malletier SA (LVMH),2020,,106840,,,,,80690,,,150479,,,
Louis Vuitton Malletier SA (LVMH),2021,4922424,124709,71390.6,304349.4,,,113580,,,175647,,,
Louis Vuitton Malletier SA (LVMH),2022,5512248,,65883.4,263533.6,No Living Wage Policy,,118330,,3992220,196006,,,
Louis Vuitton Malletier SA (LVMH),2023,,151421,,,,,,,,,,,
Louis Vuitton Malletier SA (LVMH),2024,,153102,,,,,,,,,,,
Luxottica Group SpA,2016,1257480,,18957.51,119418.49,,,,,,,,,
Luxottica Group SpA,2017,1369800,53645,19610.24,133594.76,,,,,,,No,,
Luxottica Group SpA,2018,1400760,51886,19787.256,141084.744,No Living Wage Policy,,50060,9966.562,3100000,82000,No,,
Luxottica Group SpA,2019,5819760,88660,55936,724082,No Living Wage Policy,,104256,26205,8031007,,,,
Lyrical Asset Management LP,2020,,,,,,No - neither,,,,,,,
Lyxor Asset Management,2020,,,,,,No - neither,,,,,,,
M&G plc,2018,,,,,,Yes - UK Modern Slavery Act,,,,,,,
M&G plc,2019,,,,,,Yes - UK Modern Slavery Act,,,,,,,
M&G plc,2020,,,,,,Yes - UK Modern Slavery Act,,,,,,,
M&G plc,2021,,,,,,Yes - UK Modern Slavery Act,,,,,,,
MFS International (UK) Ltd.,2018,,,,,,Yes - UK Modern Slavery Act,,,,,,,
MFS International (UK) Ltd.,2019,,,,,,Yes - UK Modern Slavery Act,,,,,,,
MFS International (UK) Ltd.,2021,,,,,,Yes - UK Modern Slavery Act,,,,,,,
MFS Investment Management,2019,,,,,,Yes - UK Modern Slavery Act,,,,,,,
MFS Investment Management,2021,,,,,,Yes - Australian Modern Slavery Act,,,,,,,
Mackenzie Financial Corp.,2020,,,,,,No - neither,,,,,,,
Mackenzie Investments Corp. (United States),2020,,,,,,No - neither,,,,,,,
Macquarie Group,2018,,,,,,Yes - UK Modern Slavery Act,,,,,,,
"Macquarie Group,2019,,,,,,""Yes - UK Modern Slavery Act, Yes - Australian Modern Slavery Act"",,,,,,,",nan,,,,,,,,,,,,,
"Macquarie Group,2020,,,,,,""Yes - UK Modern Slavery Act, Yes - Australian Modern Slavery Act"",,,,,,,",nan,,,,,,,,,,,,,
Macquarie Group,2021,,,,,,Yes - Australian Modern Slavery Act,,,,,,,
"Macquarie Group,2022,,,,,,""Yes - UK Modern Slavery Act, Yes - Australian Modern Slavery Act"",,,,,,,",nan,,,,,,,,,,,,,
Macquarie Group,2023,,,,,,Yes - Australian Modern Slavery Act,,,,,,,
"Macquarie Group,2024,,,,,,""Yes - UK Modern Slavery Act, Yes - Australian Modern Slavery Act, Yes - Canadian Act"",,,,,,,",nan,,,,,,,,,,,,,
"Macquarie Investment Management Business Trust,2019,,,,,,""Yes - UK Modern Slavery Act, Yes - Australian Modern Slavery Act"",,,,,,,",nan,,,,,,,,,,,,,
"Macquarie Investment Management Europe S.A., ValueInvest,2019,,,,,,""Yes - UK Modern Slavery Act, Yes - Australian Modern Slavery Act"",,,,,,,",nan,,,,,,,,,,,,,
Macy's,2016,6910318.8,,96876,710548,,,,,,,,,
Macy's,2017,6712106.4,,97837,631865,,,,,,,,,
Macy's,2018,5727430.8,97500,45504,552248,No Living Wage Policy,,,,,130000,,,
Macy's,2019,5561586,91020,46793,500067,No Living Wage Policy,,,,,,,,
Macy's,2020,4508665.2,60026,36870,367601,Living Wage Achieved,,,,,75711,No,,
"Macy's,2021,5241074.4,69500,42421,426362,Living Wage Achieved,,Unknown,Unknown,Unknown,,,,""151 WEST 34TH STREET, NEW YORK, 10001""",nan,,,,,,,,,,,,,
Macy's,2022,5316000,65700,40901,439168,,,28047,70662,,90000,,,
Majedie Asset Management Limited,2018,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Majedie Asset Management Limited,2020,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Man Group plc,2017,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Man Group plc,2019,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Man Group plc,2020,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Man Group plc,2021,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Managed Account Advisors LLC,2020,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Manulife Financial,2020,,,,,,No - neither,,,,,,,
Manulife Investment Management (US) LLC,2020,,,,,,No - neither,,,,,,,
Marathon Asset Management LLP,2018,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Marathon Asset Management LLP,2020,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Marathon Asset Management LLP,2021,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Marks and Spencer Group plc,2010,,,,,,,,,,76267,,,
Marks and Spencer Group plc,2011,,,,,,,,,,78169,,,
Marks and Spencer Group plc,2012,,,,,,,,,,81000,,,
Marks and Spencer Group plc,2013,,,168000,340000,,,,,,81734,,,
Marks and Spencer Group plc,2014,,58552,167000,367000,,,,,50,79966,,,
Marks and Spencer Group plc,2015,,59810,,,,,,80000,,83069,,,
Marks and Spencer Group plc,2016,,57841,,,,,,,,80041,,,
Marks and Spencer Group plc,2017,0.23,61340,185000,293000,Living Wage Achieved,,4.06,200000,1179558,85209,,,
Marks and Spencer Group plc,2018,0.21132,55961,182000,248000,Living Wage Achieved,,81000,200000,1053561,80787,,1750,
"Marks and Spencer Group plc,2019,0.198,55961,167000,193000,""Living Wage mentioned, Living Wage Timeframe set, Living Wage Methodology described"",,Unknown,Unknown,1053561,,,,""Marks and Spencer plc",nan,,,,,,,,,,,,,
Waterside House,nan,,,,,,,,,,,,,
35 North Wharf Road,nan,,,,,,,,,,,,,
"London W21NW UK""",nan,,,,,,,,,,,,,
Marks and Spencer Group plc,2020,,53219,,,,,,,,78000,,1361,
"Marks and Spencer Group plc,2021,Unknown,48727,298000,Unknown,""Living Wage mentioned, Living Wage Achieved"",,59053,59053,1000000,,,578,Waterside House 35 North Wharf Road London W2 1NW",nan,,,,,,,,,,,,,
"Marks and Spencer Group plc,2022,Unknown,45484,174000,140000,""Living Wage mentioned, Living Wage Timeframe set, Living Wage Methodology described, Living Wage Achieved"",,78474,78474,1000000,,,241,Waterside House 35 North Wharf Road London W2 1NW",nan,,,,,,,,,,,,,
Marks and Spencer Group plc,2023,,44035,226000,137000,Living Wage mentioned,,69000,69000,,64261,,,
Marshall Wace Asia Ltd.,2019,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Marshall Wace LLP,2019,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Marshall Wace LLP,2020,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Massachusetts Financial Services Company,2019,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Masters Capital Management LLC,2020,,,,,,No - neither,,,,,,,
Mediolanum Gestione Fondi SGRpA,2020,,,,,,No - neither,,,,,,,
Melvin Capital Management LP,2020,,,,,,No - neither,,,,,,,
Mensarius AG,2020,,,,,,No - neither,,,,,,,
Merian Global Investors (UK) Ltd.,2020,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Metersbonwe,2019,,,,,,,,,,,,,
Millennium Management LLC,2020,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Miller Value Partners LLC,2020,,,,,,No - neither,,,,,,,
Miton Asset Management Limited,2016,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Miton Asset Management Limited,2018,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Miton Asset Management Limited,2019,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Miton Asset Management Limited,2020,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Moncler,2015,37647,,403,3944,,,,,,,,,
Moncler,2016,68935,,1437.74,7092.77,,,,,,,,,
Moncler,2017,79767,2464,1636,5480,Living Wage mentioned,,504.7,492.7,189000,3500,,,
Moncler,2018,83558,2931,1735,5582,No Living Wage Policy,,607,593.1,139000,4155,,,
Moncler,2019,98657.388576,3255,1768.18,7610.87,No Living Wage Policy,,918.1,56.9,253000,,,,
Moncler,2020,35264864.84,3181,1298.14,16178.96,,,1136.3,63.1,,4398,No,,
Moncler,2021,152800,3677,2155.3,13573.7,,,1081.5,78.9,,5290,,,
Moncler,2023,202826,5213,2539,3,Living Wage Achieved,,1809.6,1614.1,71070,,,,
Morgan Stanley,2016,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Morgan Stanley,2017,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Morgan Stanley,2018,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Morgan Stanley,2019,,,,,,Yes - UK Modern Slavery Act,,,,,,,
"Morgan Stanley,2020,,,,,,""Yes - UK Modern Slavery Act, Yes - Australian Modern Slavery Act"",,,,,,,",nan,,,,,,,,,,,,,
"Morgan Stanley,2021,,,,,,""Yes - UK Modern Slavery Act, Yes - Australian Modern Slavery Act"",,,,,,,",nan,,,,,,,,,,,,,
"Morgan Stanley,2022,,,,,,""Yes - UK Modern Slavery Act, Yes - Australian Modern Slavery Act"",,,,,,,",nan,,,,,,,,,,,,,
"Morgan Stanley,2023,,,,,,""Yes - UK Modern Slavery Act, Yes - Australian Modern Slavery Act, Yes - Canadian Act"",,,,,,,",nan,,,,,,,,,,,,,
"Morgan Stanley,2024,,,,,,""Yes - UK Modern Slavery Act, Yes - Australian Modern Slavery Act, Yes - Canadian Act"",,,,,,,",nan,,,,,,,,,,,,,
"Morgan Stanley & Co. LLC,2020,,,,,,""Yes - UK Modern Slavery Act, Yes - Australian Modern Slavery Act"",,,,,,,",nan,,,,,,,,,,,,,
"Morgan Stanley Asia Ltd.,2020,,,,,,""Yes - UK Modern Slavery Act, Yes - Australian Modern Slavery Act"",,,,,,,",nan,,,,,,,,,,,,,
Mulberry Group Plc,2019,,,,,No Living Wage Policy,,,,,,,,
Mulberry Group Plc,2020,,,,,No Living Wage Policy,,,,,,No,,
"Mulberry Group Plc,2021,14082,Unknown,Unknown,283.7,Living Wage Achieved,,Unknown,Unknown,Unknown,,No,,""The Rookery, Chilcompton Bath Somerset BA3 4EH""",nan,,,,,,,,,,,,,
"Mulberry Group Plc,2022,15913.5768,825,431,1069,""Living Wage mentioned, Living Wage Achieved"",,Unknown,Unknown,Unknown,,No,,",nan,,,,,,,,,,,,,
"Mulberry Group Plc,2023,14695.794,,341,669,""Living Wage mentioned, Living Wage Achieved"",,Unknown,Unknown,Unknown,,,,""The Rookery, Chilcompton Bath Somerset BA3 4EH""",nan,,,,,,,,,,,,,
NNIP Advisors BV,2020,,,,,,No - neither,,,,,,,
Neuberger Berman,2018,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Neuberger Berman,2019,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Neuberger Berman,2020,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Neuberger Berman,2021,,,,,,Yes - UK Modern Slavery Act,,,,,,,
New York State Common Retirement Fund,2020,,,,,,No - neither,,,,,,,
Newport Trust Co.,2020,,,,,,No - neither,,,,,,,
Next PLC,2017,1035253.6668,,48163,89687,,,,,,,,,
Next PLC,2018,1039954.9356,30329,46911,70693,No Living Wage Policy,,29521,26567,305602,42896,,819,
